[-1.51115, 15.377674]
[22.50115, 14.665337]
[22.47934, 14.611113]
[22.45852, 14.556302]
[22.43871, 14.500922]
[27.06218, 14.460335]
[22.41991, 14.444993]
[22.40214, 14.388533]
[22.38542, 14.331561]
[22.36976, 14.274096]
[22.35517, 14.216158]
[22.34167, 14.157767]
[22.32925, 14.0989439]
[22.31795, 14.0397087]
[22.30776, 13.9800824]
[22.2987, 13.9200863]
[27.06278, 14.493089]
[22.29078, 13.859742]
[22.28401, 13.79907]
[22.2784, 13.738094]
[22.27396, 13.676835]
[22.27069, 13.615316]
[22.2686, 13.553559]
[22.26771, 13.491588]
[22.26802, 13.429425]
[22.26953, 13.367093]
[22.27226, 13.304617]
[27.06269, 14.526028]
[22.27621, 13.242019]
[22.28138, 13.179323]
[22.28777, 13.116554]
[22.29541, 13.053736]
[22.30428, 12.99089]
[22.31439, 12.92805]
[22.32575, 12.86523]
[22.33835, 12.80246]
[22.35221, 12.73976]
[22.36732, 12.67716]
[27.06192, 14.559137]
[22.38368, 12.61468]
[22.40129, 12.55235]
[22.42015, 12.49019]
[22.44027, 12.42824]
[22.46165, 12.3665]
[22.48427, 12.30502]
[22.50814, 12.24381]
[22.53326, 12.1829]
[22.55962, 12.12231]
[22.58723, 12.06207]
[26.98743, 14.0284611]
[27.06047, 14.592403]
[22.61607, 12.00221]
[22.64614, 11.94275]
[22.67744, 11.88372]
[22.70996, 11.82513]
[22.7437, 11.76703]
[22.77865, 11.70942]
[22.81481, 11.65234]
[22.85215, 11.59582]
[22.89069, 11.53986]
[22.9304, 11.48451]
[27.05832, 14.625812]
[22.97129, 11.42979]
[23.01333, 11.37571]
[23.05652, 11.32231]
[23.10086, 11.26961]
[23.14632, 11.21763]
[23.1929, 11.1664]
[23.24059, 11.11593]
[23.28937, 11.06626]
[23.33923, 11.01741]
[23.39015, 10.9694]
[27.05547, 14.659349]
[23.44213, 10.92225]
[23.49514, 10.87599]
[23.54918, 10.83063]
[23.60422, 10.7862]
[23.66026, 10.74273]
[23.71727, 10.70023]
[23.77524, 10.65873]
[23.83414, 10.61824]
[23.89398, 10.57878]
[23.95471, 10.54039]
[27.05191, 14.692999]
[24.01634, 10.50307]
[24.07883, 10.46685]
[24.14216, 10.43174]
[24.20633, 10.39778]
[24.2713, 10.36496]
[24.33706, 10.33332]
[24.40358, 10.30287]
[24.47085, 10.27363]
[24.538841, 10.24561]
[24.607529, 10.21884]
[27.04765, 14.726748]
[24.676894, 10.19332]
[24.746913, 10.16908]
[24.817561, 10.14613]
[24.888816, 10.12449]
[24.960652, 10.10416]
[25.033046, 10.08517]
[25.105972, 10.06753]
[25.179406, 10.05125]
[25.253321, 10.03635]
[25.327693, 10.02283]
[27.04267, 14.760581]
[25.4024947, 10.01071]
[25.4777, 10.0]
[25.5532822, 9.99071]
[25.629215, 9.98286]
[25.70547, 9.97644]
[25.78202, 9.97148]
[25.858839, 9.96797]
[25.935897, 9.96594]
[26.013167, 9.96538]
[26.09062, 9.9663]
[27.03696, 14.794483]
[26.168229, 9.96871]
[26.245963, 9.97262]
[26.323795, 9.97803]
[26.401696, 9.98495]
[26.47963, 9.99338]
[26.55758, 10.00332]
[26.63551, 10.01478]
[26.71339, 10.02776]
[26.79119, 10.04227]
[26.86889, 10.0583]
[27.03053, 14.828439]
[26.94644, 10.07586]
[27.02382, 10.09494]
[27.10101, 10.11555]
[27.17797, 10.13768]
[27.25466, 10.16134]
[27.33107, 10.18652]
[27.40716, 10.21322]
[27.4829, 10.24144]
[27.55826, 10.27117]
[27.63321, 10.30241]
[27.02337, 14.862433]
[27.70772, 10.33515]
[27.78176, 10.36939]
[27.85529, 10.40512]
[27.9283, 10.44234]
[28.00075, 10.48103]
[28.07261, 10.5212]
[28.14385, 10.56283]
[28.21443, 10.6059]
[28.28434, 10.65043]
[28.35355, 10.69638]
[27.01548, 14.896449]
[28.42201, 10.74375]
[28.48971, 10.79254]
[28.55661, 10.84272]
[28.62269, 10.89429]
[28.68791, 10.94723]
[28.75226, 11.00152]
[28.81569, 11.05716]
[28.87819, 11.11413]
[28.93973, 11.17241]
[29.00027, 11.23199]
[26.99662, 14.0572891]
[27.00686, 14.930473]
[29.0598, 11.29285]
[29.11828, 11.35497]
[29.17568, 11.41833]
[29.23199, 11.48292]
[29.28718, 11.54872]
[29.34121, 11.61571]
[29.39408, 11.68386]
[29.44574, 11.75316]
[29.49618, 11.82359]
[29.54537, 11.89512]
[26.99749, 14.964488]
[29.59328, 11.96774]
[29.6399, 12.04142]
[29.68521, 12.11613]
[29.72917, 12.19185]
[29.77177, 12.26857]
[29.81299, 12.34625]
[29.8528, 12.42487]
[29.89118, 12.5044]
[29.92811, 12.58483]
[29.96358, 12.66611]
[26.98738, 14.998479]
[29.99756, 12.74823]
[30.03004, 12.83116]
[30.06099, 12.91487]
[30.09041, 12.99933]
[30.11826, 13.084511]
[30.14453, 13.170391]
[30.16922, 13.256936]
[30.1923, 13.344118]
[30.21375, 13.431907]
[30.23357, 13.520271]
[26.97653, 15.03243]
[30.25173, 13.609181]
[30.26823, 13.698606]
[30.28305, 13.788513]
[30.29618, 13.878873]
[30.3076, 13.9696524]
[30.31732, 14.0608196]
[30.32531, 14.152342]
[30.33156, 14.244187]
[30.33607, 14.336322]
[30.33883, 14.428714]
[26.96493, 15.06632]
[30.33983, 14.521329]
[30.33906, 14.614133]
[30.33652, 14.707093]
[30.3322, 14.800175]
[30.32608, 14.893344]
[30.31818, 14.986567]
[30.30849, 15.07981]
[30.29699, 15.17304]
[30.2837, 15.26621]
[30.2686, 15.3593]
[26.95258, 15.10015]
[30.25169, 15.45227]
[30.23298, 15.54508]
[30.21247, 15.63771]
[30.19014, 15.73011]
[30.16602, 15.82225]
[30.14009, 15.91409]
[30.11236, 16.0056]
[30.08284, 16.09674]
[30.05152, 16.18748]
[30.01841, 16.27779]
[26.93949, 15.13388]
[29.98353, 16.36762]
[29.94686, 16.45694]
[29.90843, 16.54573]
[29.86824, 16.63393]
[29.82629, 16.72152]
[29.78259, 16.80847]
[29.73716, 16.89473]
[29.69001, 16.98028]
[29.64114, 17.06507]
[29.59057, 17.14908]
[26.92564, 15.16751]
[29.53831, 17.23227]
[29.48437, 17.3146]
[29.42877, 17.39605]
[29.37151, 17.47658]
[29.31263, 17.55616]
[29.25212, 17.63474]
[29.19001, 17.71231]
[29.12632, 17.78883]
[29.06105, 17.86426]
[28.99424, 17.93857]
[26.91104, 15.20101]
[28.9259, 18.01173]
[28.85605, 18.08372]
[28.7847, 18.1545]
[28.71189, 18.22403]
[28.63763, 18.29229]
[28.56194, 18.35925]
[28.48485, 18.42488]
[28.40637, 18.48915]
[28.32655, 18.55203]
[28.24538, 18.61349]
[26.89569, 15.23438]
[28.16292, 18.67351]
[28.07917, 18.73206]
[27.99417, 18.7891]
[27.90794, 18.84462]
[27.82051, 18.89859]
[27.7319, 18.95098]
[27.64216, 19.00176]
[27.55129, 19.05092]
[27.45935, 19.09843]
[27.36634, 19.14426]
[27.00525, 14.0864734]
[26.87959, 15.2676]
[27.27232, 19.1884]
[27.17729, 19.23081]
[27.08131, 19.27148]
[26.98439, 19.31039]
[26.88658, 19.34752]
[26.7879, 19.38284]
[26.6884, 19.41634]
[26.58809, 19.44799]
[26.48702, 19.47779]
[26.385215, 19.50571]
[26.86274, 15.30064]
[26.28272, 19.53173]
[26.179566, 19.55584]
[26.075789, 19.57803]
[25.971424, 19.59827]
[25.866508, 19.61656]
[25.761078, 19.63288]
[25.655171, 19.64721]
[25.5488238, 19.65955]
[25.4420746, 19.66989]
[25.334961, 19.67821]
[26.84514, 15.3335]
[25.227521, 19.6845]
[25.119794, 19.68875]
[25.011818, 19.69096]
[24.903631, 19.69112]
[24.795273, 19.68922]
[24.686784, 19.68525]
[24.578202, 19.67921]
[24.46957, 19.67109]
[24.36092, 19.66089]
[24.2523, 19.64861]
[26.82679, 15.36615]
[24.14375, 19.63424]
[24.0353, 19.61778]
[23.927, 19.59923]
[23.81889, 19.5786]
[23.711, 19.55587]
[23.60339, 19.53105]
[23.49608, 19.50415]
[23.38913, 19.47517]
[23.28256, 19.4441]
[23.17642, 19.41096]
[26.80769, 15.39858]
[23.07076, 19.37575]
[22.9656, 19.33848]
[22.861, 19.29915]
[22.75699, 19.25777]
[22.65361, 19.21435]
[22.5509, 19.16889]
[22.4489, 19.12142]
[22.34766, 19.07193]
[22.24721, 19.02044]
[22.14758, 18.96696]
[26.78785, 15.43078]
[22.04883, 18.91151]
[21.95099, 18.8541]
[21.85409, 18.79474]
[21.75819, 18.73346]
[21.6633, 18.67025]
[21.56948, 18.60515]
[21.47676, 18.53817]
[21.38518, 18.46933]
[21.29478, 18.39864]
[21.20559, 18.32614]
[26.76726, 15.46272]
[21.11765, 18.25183]
[21.03099, 18.17574]
[20.94566, 18.09789]
[20.86168, 18.0183]
[20.7791, 17.93701]
[20.69794, 17.85402]
[20.61825, 17.76938]
[20.54005, 17.68309]
[20.46338, 17.5952]
[20.38827, 17.50572]
[26.74593, 15.49439]
[20.31475, 17.41469]
[20.24287, 17.32213]
[20.17264, 17.22807]
[20.1041, 17.13254]
[20.03728, 17.03557]
[19.9722, 16.93719]
[19.90891, 16.83744]
[19.84742, 16.73634]
[19.78777, 16.63394]
[19.72999, 16.53025]
[26.72386, 15.52577]
[19.67409, 16.42532]
[19.62011, 16.31918]
[19.56807, 16.21187]
[19.518, 16.10342]
[19.46992, 15.99386]
[19.42386, 15.88324]
[19.37983, 15.77159]
[26.70106, 15.55685]
[27.01332, 14.116003]
[26.67753, 15.58761]
[26.65327, 15.61803]
[26.62829, 15.6481]
[26.60259, 15.6778]
[26.57618, 15.70712]
[26.54906, 15.73603]
[26.52123, 15.76452]
[26.49272, 15.79258]
[26.463513, 15.82018]
[26.433626, 15.84732]
[27.02082, 14.145868]
[26.403065, 15.87398]
[26.371836, 15.90014]
[26.33995, 15.92578]
[26.307412, 15.95089]
[26.274233, 15.97546]
[26.240421, 15.99946]
[26.205987, 16.02289]
[26.170938, 16.04573]
[26.135287, 16.06797]
[26.099042, 16.08958]
[27.02773, 14.176056]
[26.062215, 16.11055]
[26.024818, 16.13088]
[25.986861, 16.15055]
[25.948356, 16.16954]
[25.909315, 16.18783]
[25.869752, 16.20542]
[25.829678, 16.2223]
[25.789106, 16.23844]
[25.748051, 16.25384]
[25.706525, 16.26849]
[27.03405, 14.206556]
[25.664543, 16.28237]
[25.622118, 16.29546]
[25.579266, 16.30777]
[25.5360018, 16.31927]
[25.4923397, 16.32995]
[25.4482955, 16.33982]
[25.4038847, 16.34884]
[25.359123, 16.35702]
[25.314028, 16.36434]
[25.268614, 16.3708]
[27.03977, 14.237356]
[25.222899, 16.37638]
[25.1769, 16.38108]
[25.130634, 16.38488]
[25.084118, 16.38778]
[25.03737, 16.38977]
[24.990408, 16.39085]
[24.943249, 16.391]
[24.895912, 16.39021]
[24.848416, 16.38849]
[24.800779, 16.38583]




[2.621903, 8.410019]
[3.808206, 7.439472]
[3.006407, 9.183741]
[4.199764, 7.107236]
[5.079368, 6.488869]
[2.793956, 9.520861]
[4.699555, 7.504381]
[2.562495, 8.079812]
[5.160959, 6.827317]
[3.885911, 8.255789]
[3.831129, 8.342843]
[3.763094, 8.826543]
[3.24259, 8.421957]
[3.285343, 9.454054]
[2.969354, 9.505102]
[2.718066, 7.75542]
[3.971161, 6.233037]
[4.306137, 6.073319]
[3.640258, 7.066937]
[3.204656, 8.819695]
[3.665359, 8.280731]
[4.901591, 7.956638]
[2.616746, 8.077674]
[3.888699, 7.838181]
[2.709614, 7.699506]
[4.108139, 6.917848]
[4.72585, 8.253421]
[4.698015, 7.995143]
[3.842466, 9.156186]
[3.435595, 8.074634]
[3.661556, 6.572813]
[4.588856, 8.040503]
[4.657404, 8.74794]
[3.772771, 8.495072]
[3.340124, 7.498899]
[3.545855, 7.173959]
[4.474191, 8.945728]
[2.767212, 7.940718]
[3.530252, 6.233691]
[4.253661, 8.107651]
[3.442112, 8.82987]
[2.577846, 8.226719]
[4.041092, 7.111822]
[3.3165, 7.595993]
[5.432254, 5.33333]
[5.325493, 5.438902]
[4.257078, 9.40747]
[5.063578, 6.369475]
[3.331259, 8.950621]
[3.902365, 7.252767]
[4.271755, 7.876889]
[2.957263, 9.364554]
[4.991568, 6.447376]
[3.77916, 7.983635]
[3.638686, 7.996787]
[3.040881, 6.958979]
[3.050974, 9.722713]
[4.057345, 8.702224]
[4.28541, 8.01647]
[4.875823, 5.778654]
[4.556619, 7.142531]
[3.432175, 7.186119]
[3.372151, 9.135339]
[3.151528, 10.057513]
[2.999193, 7.130417]
[3.436502, 9.479412]
[3.536986, 8.065574]
[2.712349, 7.979151]
[3.13609, 8.801214]
[4.106596, 7.851147]
[3.901034, 7.045717]
[3.2253, 9.581549]
[3.056653, 7.536085]
[3.714232, 9.594653]
[4.788342, 7.908375]
[4.03524, 8.152154]
[3.206818, 9.339146]
[5.042382, 6.955637]
[4.144649, 8.925328]
[4.776274, 8.358587]
[3.817093, 6.841828]
[2.860399, 7.949906]
[3.213427, 8.871759]
[3.575088, 7.338313]
[3.955995, 5.91963]
[4.575169, 6.716047]
[3.219673, 9.221042]
[3.561872, 6.620948]
[4.736236, 7.418214]
[2.873336, 9.703932]
[2.822353, 9.205873]
[4.908687, 6.39498]
[3.084285, 9.741163]
[3.258327, 8.660671]
[4.260739, 8.979157]
[3.154736, 6.743244]
[2.779266, 9.817274]
[2.854291, 9.750799]
[4.605031, 6.939956]
[3.051421, 6.76002]
[3.363976, 9.243669]
[3.55277, 7.43571]
[4.62808, 6.138779]
[3.470599, 9.443047]
[3.693071, 7.403846]
[5.788102, 5.391983]
[2.978153, 7.486309]
[4.530726, 6.695299]
[5.056925, 5.61119]
[3.65997, 7.63304]
[3.841034, 8.12369]
[4.14466, 6.782835]
[3.449028, 6.974415]
[4.224738, 7.511068]
[2.784069, 7.454181]
[2.888535, 8.941014]
[3.987722, 5.900285]
[5.361421, 5.713586]
[2.764669, 8.084918]
[3.174918, 9.39544]
[4.270627, 8.432667]
[3.756454, 6.241001]
[4.810222, 6.201883]
[4.181252, 5.797384]
[4.440009, 8.099114]
[3.957426, 9.040116]
[2.815542, 7.194988]
[2.690814, 8.883496]
[3.252255, 7.937243]
[4.160699, 9.297288]
[2.861261, 8.408382]
[2.866944, 7.143353]
[4.190402, 6.154024]
[3.026431, 8.199161]
[2.530788, 8.254285]
[3.71645, 7.269865]
[3.544159, 9.030493]
[5.082348, 5.956756]
[4.221655, 9.035337]
[3.583182, 7.966725]
[3.302916, 8.45439]
[3.942558, 7.579624]
[3.49162, 7.01771]
[3.185159, 7.260653]
[3.680145, 7.058862]
[2.640986, 9.436634]
[4.034939, 6.434837]
[2.936636, 9.408366]
[3.216683, 3.297822]
[1.256522, 6.295864]
[3.729745, 2.633808]
[2.940629, 4.107597]
[1.286666, 7.137681]
[2.350853, 4.60249]
[2.096, 4.080219]
[3.599511, 2.469658]
[1.082579, 7.804955]
[0.886894, 8.619631]
[2.956941, 4.027357]
[2.705217, 4.175982]
[3.472291, 3.647309]
[2.062247, 5.544756]
[2.24717, 4.406525]
[1.679449, 6.762223]
[2.274914, 4.562803]
[0.681682, 7.12602]
[1.666884, 4.539084]
[1.522444, 4.717865]
[2.400737, 4.291253]
[2.880304, 3.02509]
[4.150435, 2.461807]
[3.572236, 2.383862]
[0.679568, 7.769346]
[2.651403, 3.733281]
[0.578426, 7.179717]
[2.619763, 4.214642]
[1.169742, 7.799935]
[2.363768, 3.750781]
[1.790216, 4.531107]
[1.286164, 8.19182]
[2.676272, 3.1526]
[1.387127, 7.044001]
[1.589244, 6.995692]
[0.788938, 8.759583]
[3.34912, 2.979342]
[0.564526, 7.816943]
[1.079598, 7.431397]
[1.968057, 5.298608]
[0.999786, 5.868851]
[2.24632, 4.963968]
[3.633862, 2.528265]
[0.617335, 8.281339]
[4.478298, 1.771522]
[0.538638, 8.066237]
[1.472203, 4.813651]
[1.687939, 5.183038]
[3.659454, 3.281371]
[4.475554, 1.938294]
[4.32263, 1.667649]
[1.781263, 6.40099]
[1.242834, 8.834098]
[2.607206, 3.433607]
[0.810879, 7.709982]
[1.093118, 7.325967]
[1.306197, 8.844544]
[2.165189, 5.075678]
[4.15073, 1.845331]
[3.299052, 3.515728]
[4.86791, 2.124987]
[1.04201, 6.551552]
[1.245009, 7.740561]
[1.277738, 8.65168]
[3.249657, 3.850282]
[0.990285, 8.017224]
[2.539422, 3.468503]
[0.818703, 6.349741]
[1.20676, 7.895366]
[1.298992, 5.954162]
[1.123227, 8.238921]
[1.355408, 8.895382]
[3.699402, 2.790881]
[1.824353, 5.430913]
[2.286742, 5.095752]
[0.539779, 8.945471]
[0.503717, 8.965932]
[1.169397, 6.366488]
[1.374665, 8.741666]
[1.24341, 5.517284]
[3.163472, 2.756242]
[2.185196, 4.211771]
[1.862509, 6.000213]
[3.831266, 2.809363]
[0.574489, 7.755969]
[1.131292, 6.106991]
[2.443003, 4.084508]
[1.151397, 8.310033]
[0.396852, 8.672235]
[1.678373, 6.61236]
[2.269817, 3.742584]
[3.439742, 3.594306]
[1.643135, 4.988125]
[2.322526, 4.997113]
[1.51868, 6.357353]
[4.649401, 2.053828]
[1.328443, 8.2082]
[0.901474, 6.606325]
[4.81987, 2.372134]
[4.262592, 1.871774]
[2.383378, 3.423273]
[0.581008, 7.700696]
[1.692714, 5.281113]
[2.573094, 3.36954]
[1.430077, 8.063534]
[1.115615, 6.857906]
[2.148268, 4.109615]
[2.930009, 3.181504]
[0.750897, 7.462704]
[0.979916, 8.019915]
[0.598379, 7.407761]
[2.589519, 3.185948]
[2.667467, 3.582028]
[3.91411, 2.65158]
[2.251157, 3.758539]
[1.16423, 8.041499]
[1.701756, 5.774925]
[2.683214, 3.532645]
[3.540458, 3.284254]
[4.097072, 2.022579]
[2.043738, 5.424609]
[1.590106, 4.970935]
[2.8745, 4.200806]
[3.580659, 2.858089]
[0.401988, 8.519814]
[2.983281, 3.98278]
[4.894689, 2.298702]
[4.095788, 2.61964]
[3.71236, 3.06348]
[1.33042, 5.607824]
[2.182405, 4.939054]
[2.699969, 3.930824]
[3.771158, 3.037663]
[0.908181, 7.282489]
[0.570828, 7.275691]
[2.715348, 3.283974]
[0.894823, 6.863114]
[3.962324, 2.970814]
[2.189716, 4.77252]
[1.90998, 5.039821]
[3.870468, 2.384774]
[0.7962, 8.147457]
[3.193717, 3.153487]
[1.041425, 7.216339]
[2.332924, 3.842803]
[4.980586, 2.245283]
[1.040051, 6.73584]
[4.032011, 2.283442]
[3.861339, 2.327076]
[0.879261, 7.907155]
[3.88516, 2.405163]
[3.338258, 3.709609]
[0.727906, 7.626746]
[2.849998, 3.214025]
[2.297062, 3.599648]
[2.359167, 3.620094]
[3.297638, 2.467921]
[3.267867, 3.869805]
[1.64608, 6.902263]
[0.721904, 7.804333]
[1.965806, 5.59565]
[1.809912, 6.295252]
[1.555752, 6.410138]
[0.978847, 7.459719]
[-1.396296, 3.718521]
[-1.940153, 9.309835]
[-1.401867, 4.449894]
[-1.889811, 4.735645]
[-2.214538, 8.969425]
[-0.346731, 1.887155]
[-1.861518, 5.101958]
[-0.674166, 1.901515]
[-1.821983, 10.870878]
[-2.304662, 8.300036]
[0.124085, 0.782812]
[-0.266452, 1.354697]
[-1.121142, 3.292355]
[-1.879293, 5.936859]
[-2.247051, 10.166607]
[-0.313421, 1.621658]
[-2.452084, 7.094422]
[-2.435104, 7.262164]
[-1.954318, 11.345336]
[-0.655881, 2.155716]
[-2.101459, 9.506976]
[1.110452, -0.000356]
[-1.885693, 10.767299]
[-2.004934, 9.878762]
[-2.169502, 10.392211]
[-1.649443, 11.738755]
[-2.00383, 6.260455]
[-2.034194, 9.790837]
[-2.263094, 6.661583]
[1.436244, -0.407259]
[1.400587, 0.135368]
[-1.006018, 3.21627]
[-2.21142, 7.104985]
[0.173183, 0.959225]
[-1.112707, 3.349071]
[-2.065954, 5.255924]
[-1.744404, 4.207237]
[1.798392, -0.414473]
[-1.92731, 11.411745]
[0.967402, 0.513523]
[-1.294229, 3.052562]
[-1.85816, 5.748612]
[-2.284493, 6.687221]
[-1.411171, 3.551782]
[-2.309116, 6.620767]
[-2.373873, 9.239756]
[1.682424, -0.642991]
[-2.161311, 5.500039]
[-1.417189, 3.89244]
[2.079407, -0.499524]
[1.150954, 0.219447]
[-1.505626, 4.623352]
[-1.700529, 4.320333]
[-1.837515, 5.41871]
[0.161158, 0.918868]
[-1.533068, 3.492557]
[-2.320331, 6.584762]
[1.116535, 0.426234]
[-2.182793, 7.38882]
[1.778666, -0.698743]
[-1.454332, 4.495048]
[1.884584, -0.544098]
[-2.290332, 8.479762]
[-1.099799, 3.170325]
[-1.362297, 3.506456]
[-0.851645, 2.911735]
[1.255066, 0.239652]
[0.559191, 0.582757]
[0.986868, -0.042724]
[-2.086758, 6.803148]
[-1.481295, 3.43756]
[0.569388, 0.853723]
[-1.858812, 4.559105]
[-1.871899, 10.764923]
[-2.06489, 8.11803]
[-2.313057, 6.508648]
[-0.194717, 1.318356]
[-1.313829, 3.034521]
[-1.352484, 3.151879]
[-0.278046, 1.385649]
[-1.937206, 5.102704]
[1.543387, -0.503157]
[1.389973, 0.01408]
[-1.93546, 4.562344]
[-1.850603, 10.772046]
[0.839934, 0.306909]
[-1.018301, 2.680169]
[-1.975303, 9.341146]
[-0.182467, 1.359697]
[1.285867, -0.083041]
[0.495299, 0.491908]
[2.016053, -0.490079]
[-0.922573, 3.026018]
[-2.395159, 7.38354]
[-1.866588, 5.085763]
[-1.855865, 10.114067]
[-1.994137, 5.64998]
[-1.89031, 10.528305]
[-2.459706, 8.44417]
[-1.955482, 6.820816]
[0.774407, 0.22822]
[-2.408652, 8.477806]
[-0.674749, 2.062052]
[-2.240901, 10.208447]
[-2.042186, 10.747807]
[-2.170528, 10.134473]




[13.354521, 11.016747]
[13.913707, 10.315791]
[12.681108, 11.528973]
[10.922353, 11.489424]
[11.62539, 11.104558]
[13.787551, 10.176782]
[11.876453, 11.045372]
[13.306554, 10.082577]
[12.685212, 10.275229]
[13.319366, 11.378881]
[14.452888, 10.178671]
[11.554307, 11.501471]
[13.594284, 11.398085]
[12.139363, 10.899022]
[12.060565, 11.514025]
[13.748555, 10.227921]
[14.182929, 10.530591]
[11.482271, 11.082863]
[12.485631, 11.367351]
[10.831849, 11.264127]
[14.15622, 10.033571]
[14.114885, 10.555354]
[13.436711, 10.727618]
[12.825523, 10.644404]
[11.98294, 10.556114]
[14.385678, 10.491702]
[11.762921, 11.031745]
[12.28452, 10.193484]
[11.554902, 11.187994]
[13.193009, 11.373789]
[13.305005, 11.467238]
[13.84769, 10.193404]
[13.003063, 9.619385]
[11.579651, 11.704325]
[13.288433, 10.028436]
[13.38402, 9.75081]
[13.447156, 10.966589]
[13.59592, 10.415032]
[13.677681, 10.89915]
[13.649714, 10.056131]
[14.187312, 10.724715]
[11.992822, 11.684587]
[13.086197, 10.619302]
[13.828202, 10.038633]
[13.36089, 11.330068]
[14.588426, 10.584521]
[13.035631, 11.404259]
[11.577607, 11.186471]
[14.297064, 10.779919]
[14.647919, 10.611233]
[11.448938, 10.878409]
[14.118056, 11.189731]
[12.664817, 9.984973]
[13.058222, 11.405334]
[13.894728, 10.70531]
[13.690918, 10.004251]
[11.633049, 11.387964]
[14.150381, 10.906425]
[13.582104, 10.76981]
[11.957176, 10.552773]
[13.818675, 10.39167]
[11.006557, 11.326061]
[12.225299, 10.158833]
[12.621606, 11.065936]
[11.592944, 10.720355]
[11.541749, 10.60111]
[12.437444, 10.137172]
[12.332544, 10.971288]
[12.874347, 10.826388]
[14.63405, 10.312605]
[12.359719, 10.457532]
[13.071551, 9.641615]
[10.595237738, 13.8934783964]
[14.7772644658, 13.3678224918]
[15.1953244703, 13.3209553904]
[10.7524477425, 13.7004809464]
[14.5025526714, 13.9889663964]
[14.942198135, 13.4167819412]
[11.3074676634, 14.0686512152]
[16.2518645311, 13.2207973807]
[12.0991247292, 13.2603979505]
[10.6137892585, 14.0598333851]
[9.7388543445, 14.0106988813]
[15.662250387, 14.1662243424]
[9.5668264735, 13.941700293]
[11.106246561, 13.6299223484]
[16.4512900144, 13.3532346522]
[16.1078309305, 13.9587082197]
[15.5196851331, 13.7011870158]
[13.456220214, 13.3440127078]
[14.4533274902, 13.3089322516]
[9.6563374305, 13.6506529481]
[11.2855577138, 13.2980868188]
[16.1076363442, 14.135820742]
[12.609077405, 14.015019513]
[9.6231507491, 13.2070580055]
[11.6300560436, 13.2681185119]
[16.3714048769, 13.9613189227]
[15.6363624537, 14.0121028414]
[9.9216202532, 13.895155873]
[14.9672733936, 13.4633483896]
[12.195467199, 14.0553147467]
[11.9352023785, 13.2695025928]
[16.2530940864, 13.9407387418]
[11.226028183, 13.507995768]
[10.3912186911, 13.9205574012]
[9.5230778439, 13.9902161218]
[15.6519825526, 13.3811292612]
[15.6392835164, 13.8612731314]
[12.2111168967, 13.9604323409]
[16.2688762385, 14.0132680687]
[11.2837009227, 13.602205846]
[14.4097489747, 14.0952855081]
[15.8982924595, 13.7818502449]
[11.466319999, 14.1458552366]
[13.8407541721, 13.9955322573]
[11.3979494071, 13.4280056463]
[9.6842024536, 13.6403600092]
[14.2434771215, 13.3683774868]
[9.8942597324, 13.5926091848]
[14.2626414017, 13.9441071246]
[12.0426289954, 13.7048115444]
[9.8598601006, 13.2015700334]
[15.2442890226, 13.3730688645]
[12.2902697448, 13.7772393516]
[13.7445509543, 13.9793297621]
[16.325715184, 14.1653246126]
[14.4521504433, 13.3310057149]
[14.1344049829, 13.2777943842]
[14.9470382887, 13.2352051796]
[15.3223140643, 13.6340696833]
[12.2129488378, 13.273317538]
[10.7515126709, 13.6591347689]
[9.6309277869, 13.4993519662]
[10.895340719, 13.4741467028]
[11.8301772492, 13.6230408608]
[11.2660804854, 13.8941766224]
[11.9923234913, 13.4044580309]
[10.7318731907, 13.8042734771]
[10.1913045226, 13.8087335008]
[14.7621512662, 13.239965573]
[10.6604288053, 13.6059493234]
[12.2177521477, 13.3020403123]
[11.6153301387, 13.5918742698]
[9.8862767473, 13.6255918139]
[12.5774079461, 13.7546133718]
[10.1220146443, 13.5414830882]
[11.7854921927, 13.3376768304]
[13.7411782553, 13.9464805366]
[14.8872508612, 13.7811699384]
[12.3563844196, 14.1132184722]
[10.9510098202, 13.3533392153]
[10.3930771784, 13.9308842291]
[12.5375074914, 13.5374504501]
[9.6087729123, 13.7964951452]
[12.1761347593, 13.493571041]
[10.8197715979, 13.7790809109]
[16.4603612707, 14.0604681226]
[9.6962052118, 13.7733618473]
[14.9099805686, 13.7055426024]
[14.3796896583, 13.7419334755]
[15.2340081134, 13.8234680926]
[10.4892374557, 13.4356249336]
[14.5391139786, 13.8636478575]
[15.6745731686, 13.5944717445]
[12.4399017883, 13.8113583567]
[11.4788985529, 13.6883534051]
[10.4235782309, 14.1390974382]
[15.2624413932, 13.4243634397]
[12.3591181817, 13.8398507031]
[9.6826354282, 13.6200731958]
[12.7134236204, 13.7854102327]
[14.2670815305, 14.1101313639]
[12.5008426516, 14.0979087879]
[16.1277049936, 13.9156003357]
[15.1924873905, 13.9549117741]
[16.3991085966, 14.0607968993]
[16.1047115335, 13.9947278917]
[10.0308241339, 13.7486558061]
[13.2156038913, 13.533364527]
[14.3397902593, 13.2381679032]
[12.3260601007, 14.1192431564]
[15.4463370105, 13.7637247954]
[14.9135483308, 13.593452202]
[15.9917097064, 13.4384626612]
[14.7995432618, 14.0412982391]
[9.7766190297, 13.6603447183]
[10.9279071891, 13.885846939]
[14.3268818853, 13.2428949147]
[10.4822020922, 14.1348500967]
[16.0664820028, 13.3318928101]
[12.031571283, 13.8439687153]
